id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename,link,image_path
16334,Men,Apparel,Topwear,Shirts,Peach,Fall,2011.0,Formal,Peter England Men Stripes Peach Shirt,16334.jpg,http://assets.myntassets.com/v1/images/style/properties/925efbb462051b037ae4680fb17f5f85_images.jpg,/content/drive/MyDrive/project_ml_uas/images/16334.jpg
53804,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,53804.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_ac8f23f5c365da63bbc4ca6f8c9abcb3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/53804.jpg
30863,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Mangalgiri Kurta,30863.jpg,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Blue-Mangalgiri-Kurta_d389bfb2f8ee7496b18db592f0cf553f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/30863.jpg
46459,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women White Dial Watch,46459.jpg,http://assets.myntassets.com/v1/images/style/properties/Timex-Women-White-Dial-Watch_36475e9e60de8f00d000ab0726d7237b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/46459.jpg
33481,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Baaz Sandwichtost Purple Belt,33481.jpg,http://assets.myntassets.com/v1/images/style/properties/b162474dd6b19155eafeab9353780873_images.jpg,/content/drive/MyDrive/project_ml_uas/images/33481.jpg
44942,Men,Footwear,Sandal,Sandals,Brown,Summer,2013.0,Casual,Franco Leone Men Brown Sandals,44942.jpg,http://assets.myntassets.com/v1/images/style/properties/fa2f67dd2652a995c8ad94783bcbd40d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/44942.jpg
15560,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,15560.jpg,http://assets.myntassets.com/v1/images/style/properties/e43a99a172e410d8dc428589f0b9b836_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15560.jpg
8318,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Wildcraft Men Grey T-shirt,8318.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Mens-Stinger-Crew-Neck-Grey-T-shirt_536a16d9fa7f30a2ceb868860f8dfd34_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8318.jpg
25651,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Fastrack Men Black Dial Watch N9336SL03,25651.jpg,http://assets.myntassets.com/v1/images/style/properties/1328a5fd3667d2c60b82e4168ade41a7_images.jpg,/content/drive/MyDrive/project_ml_uas/images/25651.jpg
11780,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Printed Grey Tshirts,11780.jpg,http://assets.myntassets.com/v1/images/style/properties/c50f6a4688828725b23113bbe8cab913_images.jpg,/content/drive/MyDrive/project_ml_uas/images/11780.jpg
46549,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Smart Casual,Timex Expedition Men Silver Toned Analogue & Digital Watch,46549.jpg,http://assets.myntassets.com/v1/images/style/properties/Timex-Expedition-Men-Silver-Toned-Analogue---Digital-Watch_ab8bb673cdd0b55583c959d770b1a081_images.jpg,/content/drive/MyDrive/project_ml_uas/images/46549.jpg
29290,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Miriam Checks Blue Shirt,29290.jpg,http://assets.myntassets.com/v1/images/style/properties/168f3fbd751512c970600c41be99d746_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29290.jpg
15168,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Arrow Sport Men Solid Green Polo Tshirts,15168.jpg,http://assets.myntassets.com/v1/images/style/properties/8fbda72c5accfb543a8cbd8f473568ea_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15168.jpg
4187,Girls,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Girls Red Stripes Mickey Kidswear,4187.jpg,http://assets.myntassets.com/v1/images/style/properties/aa50b62fc69297b47a06af57fb28b6f9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4187.jpg
47142,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women White and Pink Combo pack Tote Bags,47142.jpg,http://assets.myntassets.com/v1/images/style/properties/Be-For-Bag-Women-White-and-Pink-Combo-pack-Tote-Bags_44d4dfc603779b934d9299fa3623c62c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/47142.jpg
5734,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Dhoni Trainer White Shoe,5734.jpg,http://assets.myntassets.com/v1/images/style/properties/16949c18f78afb42621b75955cfade50_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5734.jpg
4908,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Levis Kids Girl's Darcy Red Teens Kidswear,4908.jpg,http://assets.myntassets.com/v1/images/style/properties/b5466ba70ca968f2df07770463f9880d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4908.jpg
35818,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Enroute Women Red Moccasins,35818.jpg,http://assets.myntassets.com/v1/images/style/properties/afb3a915ecef84414ee24580c95fe3de_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35818.jpg
36929,Women,Personal Care,Fragrance,Perfume and Body Mist,Cream,Spring,2017.0,Casual,Calvin Klein Women Truth Perfume,36929.jpg,http://assets.myntassets.com/v1/images/style/properties/67f39f9ae6b5395057e452f801582527_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36929.jpg
37683,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,American Tourister Unisex Black Backpack,37683.jpg,http://assets.myntassets.com/v1/images/style/properties/796a3db08bfe1696c793ec80494b23c1_images.jpg,/content/drive/MyDrive/project_ml_uas/images/37683.jpg
24688,Men,Footwear,Sandal,Sandals,Black,Spring,2012.0,Casual,Lee Cooper Men Basic Black Sandals,24688.jpg,http://assets.myntassets.com/v1/images/style/properties/daa2549b223594c75136233377c9b1a9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/24688.jpg
10048,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Social Sport Black Tshirts,10048.jpg,http://assets.myntassets.com/v1/images/style/properties/4c4c7f32dcf714a378b5fb818b84a57e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10048.jpg
15274,Men,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Nike Men Max Air Black Backpacks,15274.jpg,http://assets.myntassets.com/v1/images/style/properties/f89ba90bcdf28523d9dc8406147bef34_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15274.jpg
5104,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Rockport Men's Jelba Brown Flip Flop,5104.jpg,http://assets.myntassets.com/v1/images/style/properties/9a215d90e70d16dba42c46044d288b50_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5104.jpg
25609,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black & Grey Dial Watch N2161SL06,25609.jpg,http://assets.myntassets.com/v1/images/style/properties/a4aa3f91bc75ee7b50519efdf7f31029_images.jpg,/content/drive/MyDrive/project_ml_uas/images/25609.jpg
38181,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Miami Blues Women Sunglasses,38181.jpg,http://assets.myntassets.com/v1/images/style/properties/ea07720586cdadf18044dc51928ec4a7_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38181.jpg
17601,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Cat Men Classic Grey Sunglasses,17601.jpg,http://assets.myntassets.com/v1/images/style/properties/Cat-Men-Classic-Grey-Sunglassesea027b071edb20c27f2ec2b1c596caf1_images.jpg,/content/drive/MyDrive/project_ml_uas/images/17601.jpg
23887,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Clutch Black Sports Shoes,23887.jpg,http://assets.myntassets.com/v1/images/style/properties/b1a0da69a72de808b8641a4cf76b5e84_images.jpg,/content/drive/MyDrive/project_ml_uas/images/23887.jpg
5287,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lee Cooper Men's Brown Semi Formal Shoe,5287.jpg,http://assets.myntassets.com/v1/images/style/properties/c0be9164479aab1d129aec2babf91f64_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5287.jpg
2056,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Men's Ten Minutes to Midnight T-shirt,2056.jpg,http://assets.myntassets.com/v1/images/style/properties/9e91d7f128ac027f322200c37523d88b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2056.jpg
10451,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,10451.jpg,http://assets.myntassets.com/v1/images/style/properties/e9c9e26596b48da5d74645d02c76ca56_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10451.jpg
6438,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2011.0,Casual,Lotto Women's Hawaian Palms Purple Yellow Flip Flop,6438.jpg,http://assets.myntassets.com/v1/images/style/properties/277a42c35db15d7c8e9ed97556cdcb23_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6438.jpg
59918,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta,59918.jpg,http://assets.myntassets.com/v1/images/style/properties/DIVA-Women-Multi-Coloured-Kurti_dd5ded9b73bb034e7fb690b6f6f9f863_images.jpg,/content/drive/MyDrive/project_ml_uas/images/59918.jpg
30565,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Opium Unisex Black Sunglass,30565.jpg,http://assets.myntassets.com/v1/images/style/properties/965ce0004da11ac6a400422b1b838813_images.jpg,/content/drive/MyDrive/project_ml_uas/images/30565.jpg
38195,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Men Sunglasses,38195.jpg,http://assets.myntassets.com/v1/images/style/properties/8d4ea54cfa75ce7323a1bd4a71f65b79_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38195.jpg
58666,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,ALayna Women Navy Blue Kurta,58666.jpg,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Navy-Blue-Kurta_eaa7547bc7c2844eb7b15c48864f3243_images.jpg,/content/drive/MyDrive/project_ml_uas/images/58666.jpg
2324,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Reebok Men Sleeveless Black T-shirt,2324.jpg,http://assets.myntassets.com/v1/images/style/properties/f942554b03e287a2acb8fd7a6199aed1_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2324.jpg
45942,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mumbai Slang Women Pink Top,45942.jpg,http://assets.myntassets.com/v1/images/style/properties/a4043ac81438f0c20ae25dc4b0e6403c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/45942.jpg
22963,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2013.0,Casual,Fila Men Red & Navy Blue Cage Flip Flops,22963.jpg,http://assets.myntassets.com/v1/images/style/properties/Fila-Men-Red---Navy-Blue-Cage-Flip-Flops_2501d57d31d57f6518139d83bf2672b1_images.jpg,/content/drive/MyDrive/project_ml_uas/images/22963.jpg
39984,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2014.0,Casual,Gas Men Grey & Blue Tee Casual Shoes,39984.jpg,http://assets.myntassets.com/v1/image/style/properties/39984/Gas-Men-Tee-Grey-Shoes_1_83319c8a9a78c04ccceeaf1722636626.jpg,/content/drive/MyDrive/project_ml_uas/images/39984.jpg
19866,Women,Footwear,Flip Flops,Flip Flops,White,Fall,2011.0,Casual,ADIDAS Women Soft Striped White Flip Flops,19866.jpg,http://assets.myntassets.com/v1/images/style/properties/e09843bf015326494fbd8659b5a1cb06_images.jpg,/content/drive/MyDrive/project_ml_uas/images/19866.jpg
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts,10499.jpg,http://assets.myntassets.com/v1/images/style/properties/8007457d59b1d3ca33c27f047c1d5cf5_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10499.jpg
26854,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Calvin Klein Men Euphoria Perfume,26854.jpg,http://assets.myntassets.com/v1/images/style/properties/916ac77fae9ca8e2aed3ed466c1e4b67_images.jpg,/content/drive/MyDrive/project_ml_uas/images/26854.jpg
9702,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Hush Puppies Men Chevelle Brown Formal Shoes,9702.jpg,http://assets.myntassets.com/v1/images/style/properties/6d44e62fe167b97cdb489fd2f129f7e0_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9702.jpg
6962,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,s.Oliver Men White Red Checks Shirt,6962.jpg,http://assets.myntassets.com/v1/images/style/properties/52a51d7e2bb21cd0cdcc454695ebfbee_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6962.jpg
38959,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt,38959.jpg,http://assets.myntassets.com/v1/images/style/properties/262fe68551c4c8661248e21bb61f3f17_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38959.jpg
3943,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Jealous 21 Women's Maroon T-shirt,3943.jpg,http://assets.myntassets.com/v1/images/style/properties/40b030290e182b1382ae9766e71425ef_images.jpg,/content/drive/MyDrive/project_ml_uas/images/3943.jpg
8810,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men White Check Shirt,8810.jpg,http://assets.myntassets.com/v1/images/style/properties/7d7f6d5043c8ae7057c65d36dd778268_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8810.jpg
2256,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,ADIDAS Mens 3 Striped Navy Blue Polo T-shirt,2256.jpg,http://assets.myntassets.com/v1/images/style/properties/e61acd4498a1f443dedfc5ca4505f381_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2256.jpg
8410,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,ADIDAS Men Lfc Red Jersey,8410.jpg,http://assets.myntassets.com/v1/images/style/properties/e09f3af0f35a58c44de52858e3b2a374_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8410.jpg
51570,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Watch,51570.jpg,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Metallic-Watch_114178a7094ae4e8aa3f54a3639df2b3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/51570.jpg
56995,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,HM Women Purple Wedges,56995.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Purple-Sandals_6faff68034a13f1fbbbc043a4492b790_images.jpg,/content/drive/MyDrive/project_ml_uas/images/56995.jpg
33044,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta,33044.jpg,http://assets.myntassets.com/v1/images/style/properties/e90c78953a069768e749cdf4b0c86a10_images.jpg,/content/drive/MyDrive/project_ml_uas/images/33044.jpg
35176,Unisex,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Wildcraft Unisex Graffiti Black & Yellow Sling Bag,35176.jpg,http://assets.myntassets.com/v1/images/style/properties/b836a20f6566ca2f65db362effbb00f8_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35176.jpg
7763,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Inkfruit Men's Secret Behing Royal Blue Black T-shirt,7763.jpg,http://assets.myntassets.com/v1/images/style/properties/4f07355bec15c9b1e1722b578c91ccac_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7763.jpg
6368,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Shoe,6368.jpg,http://assets.myntassets.com/v1/images/style/properties/bc8c60fccc4b705bdde7e535bea9e7ed_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6368.jpg
43593,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Polo Striped Pink T-shirt,43593.jpg,http://assets.myntassets.com/v1/images/style/properties/d90b6d313ac2aed3a61da104ae561ab6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/43593.jpg
19833,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Blue Shirt,19833.jpg,http://assets.myntassets.com/v1/images/style/properties/878466a0ead2053ee3d0593e0168b91b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/19833.jpg
43405,Men,Accessories,Socks,Socks,Multi,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,43405.jpg,http://assets.myntassets.com/v1/images/style/properties/54d2f1fde90cb6f2132f6f83872de48b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/43405.jpg
35880,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Royal White T-shirt,35880.jpg,http://assets.myntassets.com/v1/images/style/properties/Jungle-Book-Boys-Royal-White-T-shirt_31a7b0991a3df5d48939842620fc4765_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35880.jpg
23759,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Oakley Men Brown Sunglasses,23759.jpg,http://assets.myntassets.com/v1/images/style/properties/Oakley-Men-Fast-Jacket-Brown-Sunglasses61e374478ac50779a945c3795c2f6f42_images.jpg,/content/drive/MyDrive/project_ml_uas/images/23759.jpg
12914,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Spykar Men Bold Stripes Grey Shirts,12914.jpg,http://assets.myntassets.com/v1/images/style/properties/c518a9a7654e021a89f63f337ae68d70_images.jpg,/content/drive/MyDrive/project_ml_uas/images/12914.jpg
39488,Unisex,Accessories,Bags,Backpacks,Grey,Spring,2015.0,Casual,Wildcraft Unisex Grey & Black Backpack,39488.jpg,http://assets.myntassets.com/assets/images/39488/2016/2/8/11454928314868-Wildcraft-Unisex-Grey--Black-Backpack-2981454928313359-1.jpg,/content/drive/MyDrive/project_ml_uas/images/39488.jpg
6853,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011.0,Sports,Spalding Men's Running White Red Shoe,6853.jpg,http://assets.myntassets.com/v1/images/style/properties/0df6d2451ab6d1ffc3e6d119e2c7a83c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6853.jpg
29246,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Orlando Blue Jersey,29246.jpg,http://assets.myntassets.com/v1/images/style/properties/1a79a2b8eb171a4f1e80a66dc3608260_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29246.jpg
43241,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Swift Chase Sports Shoes,43241.jpg,http://assets.myntassets.com/v1/images/style/properties/a5eaec604b1d01472b30cfdaa4515de4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/43241.jpg
37319,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-9300-1DR G342,37319.jpg,http://assets.myntassets.com/assets/images/37319/2018/3/5/11520250289497-CASIO-G-Shock-Men-Black-Digital-Watch-G342-411520250289320-1.jpg,/content/drive/MyDrive/project_ml_uas/images/37319.jpg
12946,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Basics Men Blue Striped T-shirt,12946.jpg,http://assets.myntassets.com/v1/images/style/properties/6a7a14fb5b5362e611431514cabb640b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/12946.jpg
17842,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Women Sweet Classic High Black Casual Shoe,17842.jpg,http://assets.myntassets.com/v1/images/style/properties/97098a53a9c3fdbfb7bb5943de58f55e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/17842.jpg
15315,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes,15315.jpg,http://assets.myntassets.com/v1/images/style/properties/647fa9a687c2975ac72e2071b48f627f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15315.jpg
3385,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Brown Self Design Shoulder Bag,3385.jpg,http://assets.myntassets.com/v1/images/style/properties/647500b7c5289d2a0c726fc8bd0d237a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/3385.jpg
29947,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Police Women White Dial Watch,29947.jpg,http://assets.myntassets.com/v1/images/style/properties/e6d7292a525019d076fb4dffeccc3b3a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29947.jpg
57521,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Provogue Men Brown Casual Shoes,57521.jpg,http://assets.myntassets.com/v1/images/style/properties/Provogue-Men-Brown-Casual-Shoes_5b25066c31472bd3e124f256a64955a2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/57521.jpg
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Black Jegging,7193.jpg,http://assets.myntassets.com/v1/images/style/properties/054b93509e888e996ba7b12b554870e3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7193.jpg
46727,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Rasasi Men Royale Perfume,46727.jpg,http://assets.myntassets.com/v1/images/style/properties/104add3122246498c1371672622d0079_images.jpg,/content/drive/MyDrive/project_ml_uas/images/46727.jpg
27837,Men,Accessories,Belts,Belts,Black,Summer,2013.0,Casual,Bulchee Men Plain Jeans Black Belt,27837.jpg,http://assets.myntassets.com/v1/images/style/properties/2d6f0150a544533588c46fed9853af76_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27837.jpg
41869,Men,Footwear,Sandal,Sandals,Yellow,Fall,2015.0,Casual,Estd. 1977 Men Yellow & Brown Sandals,41869.jpg,http://assets.myntassets.com/v1/images/style/properties/d27dbd8e9666b9af2d72fbfde315f76d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/41869.jpg
29239,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,ADIDAS Men Pural Black Sandals,29239.jpg,http://assets.myntassets.com/v1/images/style/properties/62b158e29956f4ed64e47cc9180b4901_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29239.jpg
43189,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Steel Dial Watch,43189.jpg,http://assets.myntassets.com/v1/images/style/properties/0a61c8b033ae9e9f7e2e4bb4c56d0042_images.jpg,/content/drive/MyDrive/project_ml_uas/images/43189.jpg
49907,Girls,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,49907.jpg,http://assets.myntassets.com/v1/images/style/properties/462686c2ddf99370fa6096734342ef51_images.jpg,/content/drive/MyDrive/project_ml_uas/images/49907.jpg
7146,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Scullers For Her Women's Wow Knit Red Top,7146.jpg,http://assets.myntassets.com/v1/images/style/properties/fa0f215edcd4c3626a6b14d1f8a01417_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7146.jpg
48443,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,48443.jpg,http://assets.myntassets.com/v1/images/style/properties/280a11a96bbbf1b060163c125992f229_images.jpg,/content/drive/MyDrive/project_ml_uas/images/48443.jpg
15071,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Ganuchi Men Brown Sandals,15071.jpg,http://assets.myntassets.com/v1/images/style/properties/Ganuchi-Men-Brown-Sandals_295788218b522e6088ee36f2c4246b27_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15071.jpg
59382,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta,59382.jpg,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Blue-Kurta_a4de4b0e00314f778b6d1abfdc0c8738_images.jpg,/content/drive/MyDrive/project_ml_uas/images/59382.jpg
10585,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Rubber strap dial Black Watches,10585.jpg,http://assets.myntassets.com/v1/images/style/properties/5cf75ca079e040288466f5d65635dad4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10585.jpg
9726,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indian Terrain Men Arvis Blue Shirts,9726.jpg,http://assets.myntassets.com/v1/images/style/properties/45f9ae69b49e93e5c00e67771aae1c5c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9726.jpg
9227,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Plain Blue Shirts,9227.jpg,http://assets.myntassets.com/v1/images/style/properties/3d0395161fd56758955eec2f3efb432f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9227.jpg
36433,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Spinn Men Conniver Black Shoes,36433.jpg,http://assets.myntassets.com/v1/images/style/properties/a79b198ee9312376892e00f5ee046a55_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36433.jpg
23868,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Men Black Printed T-shirt,23868.jpg,http://assets.myntassets.com/v1/images/style/properties/f12ddcb40bd2c1350c4f9e2e028be099_images.jpg,/content/drive/MyDrive/project_ml_uas/images/23868.jpg
10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men ducati logo tee Yellow Tshirts,10065.jpg,http://assets.myntassets.com/v1/images/style/properties/ef754e63472dece06abfa6d6c1266d91_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10065.jpg
37242,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,37242.jpg,http://assets.myntassets.com/v1/images/style/properties/3666feea5b0a809892b2a928559d026a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/37242.jpg
17835,Women,Footwear,Flip Flops,Flip Flops,Purple,Fall,2011.0,Casual,Nike Women Solarsoft Thong Purple Slipper,17835.jpg,http://assets.myntassets.com/v1/images/style/properties/32d758bc8ad4bced16baa0c817ec0ebb_images.jpg,/content/drive/MyDrive/project_ml_uas/images/17835.jpg
35701,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men City Court VI White Sports Shoes,35701.jpg,http://assets.myntassets.com/v1/images/style/properties/0de6f80b6fea82f814dfb625658ea747_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35701.jpg
